Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2021,Douglas,CO,Passenger,0,1,1,82,83,1.20
August 31 2019,Palm Beach,FL,Passenger,0,2,2,90,92,2.17
May 31 2017,Franklin,MA,Passenger,0,1,1,4,5,20.00
April 30 2019,Berkshire,MA,Passenger,0,1,1,4,5,20.00
October 31 2021,Collier,FL,Passenger,1,0,1,18,19,5.26
October 31 2022,Kings,CA,Passenger,2,1,3,297,300,1.00
January 31 2023,Clark,NV,Passenger,10,3,13,540,553,2.35
August 31 2024,Snohomish,WA,Passenger,20154,4198,24352,521265,545617,4.46
May 31 2022,Cowlitz,WA,Truck,1,1,2,28570,28572,0.01
December 31 2022,Adams,WA,Passenger,23,11,34,12981,13015,0.26
May 31 2017,Island,WA,Passenger,113,130,243,59884,60127,0.40
June 30 2018,Jefferson,WA,Truck,0,0,0,9540,9540,0.00
March 31 2019,Walla Walla,WA,Passenger,44,56,100,36050,36150,0.28
February 28 2022,Howard,MD,Passenger,0,2,2,68,70,2.86
September 30 2019,Oklahoma,OK,Passenger,0,1,1,137,138,0.72
June 30 2021,Harford,MD,Passenger,0,1,1,59,60,1.67
November 30 2023,Orange,FL,Passenger,3,0,3,58,61,4.92
December 31 2022,Arlington,VA,Passenger,2,0,2,129,131,1.53
February 28 2021,Morris,NJ,Passenger,1,0,1,14,15,6.67
April 30 2022,Hamilton,IN,Passenger,1,0,1,28,29,3.45
February 28 2023,Ulster,NY,Passenger,1,0,1,9,10,10.00
April 30 2021,Lewis,WA,Passenger,145,137,282,59743,60025,0.47
September 30 2023,El Paso,TX,Passenger,4,1,5,297,302,1.66
November 30 2023,Pacific,WA,Truck,5,0,5,7819,7824,0.06
June 30 2022,Walla Walla,WA,Truck,0,0,0,13925,13925,0.00
December 31 2023,Snohomish,WA,Passenger,16048,3570,19618,526411,546029,3.59
October 31 2021,San Diego,CA,Passenger,19,5,24,2600,2624,0.91
June 30 2020,Wahkiakum,WA,Passenger,6,6,12,2991,3003,0.40
September 30 2019,Ferry,WA,Passenger,5,2,7,4426,4433,0.16
February 28 2019,Wahkiakum,WA,Truck,0,0,0,1720,1720,0.00
November 30 2021,New London,CT,Passenger,1,4,5,221,226,2.21
February 29 2020,DeKalb,GA,Passenger,1,0,1,89,90,1.11
April 30 2024,Anchorage,AK,Passenger,1,0,1,90,91,1.10
July 31 2022,Alexandria,VA,Passenger,4,0,4,115,119,3.36
February 28 2023,Arlington,VA,Passenger,2,0,2,129,131,1.53
May 31 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
March 31 2017,Tarrant,TX,Passenger,0,2,2,294,296,0.68
March 31 2019,Thurston,WA,Passenger,799,594,1393,196038,197431,0.71
June 30 2017,Klickitat,WA,Passenger,23,24,47,14804,14851,0.32
May 31 2019,Wahkiakum,WA,Passenger,2,2,4,3015,3019,0.13
November 30 2018,Clay,FL,Passenger,0,1,1,88,89,1.12
May 31 2017,Anne Arundel,MD,Passenger,0,1,1,502,503,0.20
October 31 2023,Franklin,WA,Passenger,370,153,523,62172,62695,0.83
November 30 2020,Stevens,WA,Passenger,36,39,75,30251,30326,0.25
June 30 2023,Chesapeake,VA,Passenger,3,1,4,322,326,1.23
November 30 2018,Sacramento,CA,Passenger,0,1,1,318,319,0.31
December 31 2017,Prince William,VA,Passenger,0,4,4,268,272,1.47
February 28 2018,Maui,HI,Passenger,1,0,1,65,66,1.52
July 31 2017,Dale,AL,Passenger,0,1,1,62,63,1.59
January 31 2024,El Dorado,CA,Passenger,2,0,2,18,20,10.00
September 30 2024,Sedgwick,KS,Passenger,0,1,1,46,47,2.13
September 30 2021,Queens,NY,Passenger,2,0,2,49,51,3.92
October 31 2022,Olmsted,MN,Passenger,1,0,1,6,7,14.29
October 31 2022,Skamania,WA,Passenger,85,50,135,8074,8209,1.64
April 30 2020,Kittitas,WA,Passenger,101,49,150,29843,29993,0.50
May 31 2023,Virginia Beach,VA,Passenger,3,1,4,486,490,0.82
April 30 2024,Whitman,WA,Truck,11,0,11,8625,8636,0.13
May 31 2021,Duval,FL,Passenger,0,2,2,355,357,0.56
April 30 2017,Guilford,NC,Passenger,1,0,1,32,33,3.03
October 31 2023,Kern,CA,Passenger,1,1,2,171,173,1.16
May 31 2017,Tulare,CA,Passenger,1,0,1,194,195,0.51
June 30 2022,Wake,NC,Passenger,1,0,1,110,111,0.90
May 31 2019,Boulder,CO,Passenger,1,0,1,47,48,2.08
June 30 2019,Vigo,IN,Passenger,1,0,1,6,7,14.29
June 30 2021,Cameron,TX,Passenger,1,0,1,23,24,4.17
November 30 2019,Boulder,CO,Passenger,1,1,2,56,58,3.45
December 31 2017,Skamania,WA,Truck,0,0,0,3895,3895,0.00
April 30 2018,Kitsap,WA,Passenger,743,433,1176,177335,178511,0.66
January 31 2024,Burlington,NJ,Passenger,0,2,2,80,82,2.44
August 31 2020,Grays Harbor,WA,Truck,0,0,0,21022,21022,0.00
November 30 2017,Anne Arundel,MD,Passenger,0,1,1,485,486,0.21
February 28 2021,Douglas,NE,Passenger,1,1,2,58,60,3.33
October 31 2019,Orange,FL,Passenger,1,0,1,158,159,0.63
May 31 2022,Lake,IL,Passenger,3,0,3,151,154,1.95
January 31 2023,Meade,KY,Passenger,1,0,1,20,21,4.76
February 28 2017,Cowlitz,WA,Passenger,50,46,96,69042,69138,0.14
June 30 2021,Columbia,WA,Truck,0,0,0,1544,1544,0.00
June 30 2022,Lane,OR,Passenger,0,2,2,112,114,1.75
May 31 2020,Walla Walla,WA,Passenger,69,62,131,35795,35926,0.36
March 31 2018,Cook,IL,Passenger,1,0,1,280,281,0.36
June 30 2023,Fairbanks North Star,AK,Passenger,0,1,1,61,62,1.61
June 30 2019,Asotin,WA,Truck,0,0,0,6667,6667,0.00
August 31 2017,Allegheny,PA,Passenger,1,0,1,91,92,1.09
December 31 2020,Prince George's,MD,Passenger,2,1,3,161,164,1.83
March 31 2019,Collin,TX,Passenger,1,1,2,153,155,1.29
March 31 2021,Harris,TX,Passenger,1,1,2,256,258,0.78
September 30 2024,Arlington,VA,Passenger,1,0,1,104,105,0.95
April 30 2023,Sarpy,NE,Passenger,1,0,1,64,65,1.54
May 31 2017,Morris,NJ,Passenger,1,0,1,23,24,4.17
September 30 2020,Lee,FL,Passenger,1,0,1,48,49,2.04
March 31 2017,Benton,WA,Passenger,140,139,279,127909,128188,0.22
December 31 2023,Chelan,WA,Passenger,759,209,968,54281,55249,1.75
September 30 2022,Clackamas,OR,Passenger,1,1,2,160,162,1.23
June 30 2017,Spokane,WA,Truck,1,0,1,90616,90617,0.00
December 31 2021,Williamson,TX,Passenger,1,2,3,115,118,2.54
August 31 2020,Broward,FL,Passenger,2,1,3,115,118,2.54
February 29 2020,Benton,WA,Passenger,337,318,655,135253,135908,0.48
July 31 2021,Cowlitz,WA,Truck,0,0,0,29094,29094,0.00
May 31 2021,Island,WA,Truck,0,0,0,21552,21552,0.00
February 28 2017,Fulton,GA,Passenger,1,1,2,127,129,1.55
March 31 2023,Middlesex,MA,Passenger,2,0,2,89,91,2.20
December 31 2023,Kings,NY,Passenger,2,0,2,42,44,4.55
July 31 2022,Sarasota,FL,Passenger,2,0,2,38,40,5.00
March 31 2021,Queens,NY,Passenger,2,0,2,53,55,3.64
June 30 2018,Walla Walla,WA,Truck,0,0,0,13414,13414,0.00
November 30 2022,Lincoln,WA,Passenger,12,19,31,7750,7781,0.40
April 30 2022,Travis,TX,Passenger,2,2,4,132,136,2.94
October 31 2022,Franklin,WA,Passenger,239,112,351,61695,62046,0.57
July 31 2018,Orange,CA,Passenger,4,1,5,578,583,0.86
January 31 2018,Island,WA,Truck,0,0,0,20774,20774,0.00
September 30 2023,Whatcom,WA,Truck,67,0,67,42562,42629,0.16
January 31 2022,Prince George's,MD,Passenger,2,1,3,159,162,1.85
August 31 2021,Klamath,OR,Passenger,1,0,1,34,35,2.86
February 28 2023,Middlesex,MA,Passenger,2,0,2,91,93,2.15
October 31 2017,Franklin,MA,Passenger,0,1,1,5,6,16.67
June 30 2024,,,Passenger,3,2,5,228,233,2.15
November 30 2020,Newport,RI,Passenger,0,1,1,81,82,1.22
December 31 2018,Pima,AZ,Passenger,1,1,2,430,432,0.46
December 31 2018,Lewis,WA,Truck,0,0,0,25632,25632,0.00
August 31 2018,Arlington,VA,Passenger,1,1,2,179,181,1.10
July 31 2023,Contra Costa,CA,Passenger,1,3,4,174,178,2.25
June 30 2021,Williams,ND,Passenger,0,1,1,6,7,14.29
August 31 2018,DeKalb,GA,Passenger,1,0,1,82,83,1.20
July 31 2017,Hawaii,HI,Passenger,1,0,1,83,84,1.19
August 31 2024,Virginia Beach,VA,Truck,1,0,1,97,98,1.02
September 30 2024,Shelby,TN,Passenger,1,0,1,45,46,2.17
October 31 2024,Yolo,CA,Passenger,2,0,2,22,24,8.33
May 31 2022,Washington,MD,Passenger,2,0,2,12,14,14.29
December 31 2020,Chatham,NC,Passenger,1,0,1,6,7,14.29
January 31 2022,Chatham,NC,Passenger,1,0,1,6,7,14.29
September 30 2021,Whitman,WA,Passenger,64,56,120,21883,22003,0.55
May 31 2024,Kitsap,WA,Truck,139,0,139,51623,51762,0.27
May 31 2017,Clallam,WA,Passenger,84,74,158,48195,48353,0.33
October 31 2019,Jefferson,WA,Truck,0,0,0,9670,9670,0.00
June 30 2017,Salt Lake,UT,Passenger,1,1,2,270,272,0.74
February 28 2018,Clallam,WA,Truck,0,0,0,21291,21291,0.00
October 31 2021,Santa Cruz,CA,Passenger,1,0,1,29,30,3.33
December 31 2021,Nassau,NY,Passenger,4,0,4,35,39,10.26
November 30 2018,Sedgwick,KS,Passenger,0,1,1,103,104,0.96
January 31 2024,Shelby,AL,Passenger,1,0,1,4,5,20.00
June 30 2021,Nueces,TX,Passenger,1,0,1,79,80,1.25
May 31 2024,San Diego,CA,Truck,1,0,1,403,404,0.25
October 31 2022,Kootenai,ID,Truck,1,0,1,34,35,2.86
May 31 2021,Sussex,NJ,Passenger,1,0,1,2,3,33.33
March 31 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
September 30 2020,Bartow,GA,Passenger,0,1,1,5,6,16.67
March 31 2021,Wilson,TX,Passenger,0,1,1,5,6,16.67
October 31 2018,Los Angeles,CA,Passenger,4,5,9,1164,1173,0.77
September 30 2021,Clallam,WA,Passenger,359,225,584,50518,51102,1.14
August 31 2017,Pacific,WA,Truck,0,0,0,7511,7511,0.00
June 30 2021,Clackamas,OR,Passenger,2,0,2,190,192,1.04
October 31 2020,Monterey,CA,Passenger,0,2,2,168,170,1.18
February 29 2024,Williamsburg,VA,Passenger,0,1,1,3,4,25.00
October 31 2023,Sacramento,CA,Passenger,4,1,5,171,176,2.84
March 31 2023,Coryell,TX,Passenger,1,0,1,78,79,1.27
September 30 2023,Currituck,NC,Passenger,1,0,1,19,20,5.00
November 30 2022,Hardin,KY,Passenger,1,0,1,66,67,1.49
September 30 2023,Otero,NM,Passenger,0,1,1,24,25,4.00
December 31 2023,Flathead,MT,Passenger,1,0,1,24,25,4.00
January 31 2023,Pierce,WA,Truck,97,0,97,138868,138965,0.07
June 30 2024,Whitman,WA,Passenger,232,129,361,21861,22222,1.62
October 31 2017,Lincoln,WA,Truck,0,0,0,4492,4492,0.00
June 30 2023,Benton,WA,Truck,25,0,25,43166,43191,0.06
March 31 2019,Snohomish,WA,Truck,1,0,1,121887,121888,0.00
August 31 2017,Clallam,WA,Truck,0,0,0,21060,21060,0.00
December 31 2023,Lewis,WA,Passenger,399,308,707,59520,60227,1.17
September 30 2020,Whitman,WA,Truck,0,0,0,8497,8497,0.00
January 31 2023,Douglas,WA,Passenger,171,57,228,28560,28788,0.79
December 31 2018,Klickitat,WA,Passenger,28,31,59,15427,15486,0.38
March 31 2021,Hennepin,MN,Passenger,2,0,2,88,90,2.22
July 31 2019,Essex,MA,Passenger,1,0,1,28,29,3.45
February 29 2020,Albemarle,VA,Passenger,1,0,1,28,29,3.45
July 31 2019,Mercer,NJ,Passenger,0,1,1,15,16,6.25
July 31 2023,Bristol,MA,Passenger,1,0,1,8,9,11.11
December 31 2021,Sussex,NJ,Passenger,1,0,1,2,3,33.33
March 31 2020,Monroe,IL,Passenger,1,0,1,3,4,25.00
November 30 2021,Clark,NV,Passenger,8,3,11,650,661,1.66
August 31 2024,Fresno,CA,Passenger,0,1,1,118,119,0.84
May 31 2022,Kings,CA,Passenger,2,1,3,308,311,0.96
June 30 2018,New Haven,CT,Passenger,0,1,1,49,50,2.00
June 30 2022,Pierce,WA,Truck,6,0,6,141585,141591,0.00
August 31 2022,Kitsap,WA,Passenger,2508,1085,3593,177273,180866,1.99
September 30 2021,Snohomish,WA,Truck,1,0,1,125877,125878,0.00
August 31 2024,Okanogan,WA,Passenger,201,93,294,25833,26127,1.13
November 30 2017,Yakima,WA,Truck,0,0,0,57907,57907,0.00
August 31 2021,San Juan,WA,Truck,0,0,0,5973,5973,0.00
February 28 2023,Harnett,NC,Passenger,3,0,3,156,159,1.89
September 30 2017,Nassau,NY,Passenger,1,1,2,42,44,4.55
February 28 2019,Kalamazoo,MI,Passenger,1,0,1,16,17,5.88
September 30 2024,Madison,AL,Passenger,1,0,1,26,27,3.70
July 31 2019,Jefferson,WA,Passenger,202,118,320,25049,25369,1.26
July 31 2017,Clark,WA,Passenger,795,516,1311,299891,301202,0.44
March 31 2022,El Paso,CO,Passenger,3,3,6,664,670,0.90
November 30 2022,Stevens,WA,Passenger,87,56,143,29940,30083,0.48
January 31 2019,Kittitas,WA,Passenger,69,36,105,29458,29563,0.36
October 31 2020,Harford,MD,Passenger,0,1,1,64,65,1.54
January 31 2020,Clay,FL,Passenger,0,1,1,87,88,1.14
September 30 2020,Skamania,WA,Truck,0,0,0,4004,4004,0.00
December 31 2017,Clallam,WA,Passenger,99,88,187,49056,49243,0.38
December 31 2017,Pacific,WA,Passenger,15,13,28,15396,15424,0.18
May 31 2022,Whitman,WA,Passenger,84,58,142,21967,22109,0.64
June 30 2021,Anchorage,AK,Passenger,1,0,1,144,145,0.69
November 30 2020,Salt Lake,UT,Passenger,1,1,2,195,197,1.02
June 30 2023,Lincoln,OR,Passenger,0,1,1,21,22,4.55
May 31 2023,Pulaski,AR,Passenger,3,0,3,30,33,9.09
December 31 2020,Fresno,CA,Passenger,1,0,1,194,195,0.51
March 31 2021,Philadelphia,PA,Passenger,1,0,1,64,65,1.54
October 31 2021,Albemarle,VA,Passenger,2,0,2,24,26,7.69
May 31 2021,Allen,IN,Passenger,1,0,1,20,21,4.76
December 31 2023,Rockdale,GA,Passenger,1,0,1,8,9,11.11
October 31 2022,Brown,WI,Passenger,1,0,1,7,8,12.50
September 30 2024,Wahkiakum,WA,Passenger,40,26,66,3027,3093,2.13
May 31 2021,Jefferson,WA,Truck,0,0,0,9612,9612,0.00
July 31 2024,Howard,MD,Passenger,0,2,2,50,52,3.85
October 31 2024,Providence,RI,Passenger,1,0,1,18,19,5.26
June 30 2022,Prince George's,MD,Passenger,3,1,4,144,148,2.70
February 28 2022,Pima,AZ,Passenger,1,1,2,296,298,0.67
March 31 2019,Tulsa,OK,Passenger,1,0,1,57,58,1.72
May 31 2024,Marion,OR,Passenger,1,0,1,51,52,1.92
May 31 2018,Sumter,FL,Passenger,0,1,1,9,10,10.00
June 30 2019,Cowlitz,WA,Passenger,97,108,205,72994,73199,0.28
May 31 2022,Skamania,WA,Passenger,70,45,115,8179,8294,1.39
November 30 2019,Jefferson,NY,Passenger,0,1,1,207,208,0.48
April 30 2021,Franklin,WA,Truck,0,0,0,20672,20672,0.00
September 30 2019,Grant,WA,Truck,0,0,0,26784,26784,0.00
May 31 2017,Pierce,WA,Passenger,933,823,1756,525050,526806,0.33
November 30 2022,Wahkiakum,WA,Truck,1,0,1,1802,1803,0.06
October 31 2024,Orange,FL,Passenger,2,0,2,30,32,6.25
January 31 2022,Sarpy,NE,Passenger,1,0,1,70,71,1.41
March 31 2024,Washoe,NV,Passenger,3,0,3,49,52,5.77
December 31 2023,New Castle,DE,Passenger,1,0,1,16,17,5.88
July 31 2023,Mercer,NJ,Passenger,0,1,1,12,13,7.69
February 29 2024,Pierce,WA,Passenger,10035,3308,13343,523498,536841,2.49
May 31 2018,Walla Walla,WA,Passenger,34,42,76,35556,35632,0.21
October 31 2023,Bell,TX,Passenger,2,0,2,257,259,0.77
October 31 2024,Pend Oreille,WA,Truck,4,0,4,5434,5438,0.07
November 30 2024,Kittitas,WA,Truck,42,0,42,14150,14192,0.30
March 31 2018,Klickitat,WA,Truck,0,0,0,8038,8038,0.00
May 31 2018,Lane,OR,Passenger,0,1,1,193,194,0.52
May 31 2023,Kern,CA,Passenger,1,1,2,194,196,1.02
May 31 2023,Arlington,VA,Passenger,2,0,2,122,124,1.61
November 30 2020,Columbia,OR,Passenger,1,0,1,26,27,3.70
May 31 2021,Fulton,GA,Passenger,0,1,1,91,92,1.09
October 31 2022,Ulster,NY,Passenger,1,0,1,10,11,9.09
November 30 2024,Marin,CA,Truck,1,0,1,3,4,25.00
July 31 2022,Grant,WA,Passenger,183,100,283,66569,66852,0.42
July 31 2019,San Diego,CA,Passenger,11,3,14,2734,2748,0.51
April 30 2024,Leavenworth,KS,Passenger,2,1,3,67,70,4.29
May 31 2020,Placer,CA,Passenger,2,0,2,99,101,1.98
June 30 2019,Clackamas,OR,Passenger,1,1,2,226,228,0.88
April 30 2021,San Mateo,CA,Passenger,2,1,3,120,123,2.44
August 31 2019,Jones,GA,Passenger,1,0,1,1,2,50.00
June 30 2019,Norfolk,MA,Passenger,1,0,1,42,43,2.33
May 31 2020,Polk,FL,Passenger,1,0,1,79,80,1.25
February 28 2017,Durham,NC,Passenger,0,1,1,38,39,2.56
July 31 2021,Wichita,TX,Passenger,1,0,1,42,43,2.33
May 31 2024,Collier,FL,Passenger,1,0,1,7,8,12.50
July 31 2019,Norfolk,VA,Passenger,2,2,4,341,345,1.16
March 31 2024,Lewis,WA,Truck,13,0,13,25673,25686,0.05
November 30 2019,Wahkiakum,WA,Passenger,4,3,7,3038,3045,0.23
July 31 2020,Suffolk,VA,Passenger,1,0,1,128,129,0.78
October 31 2023,Middlesex,NJ,Passenger,1,0,1,19,20,5.00
June 30 2023,El Paso,TX,Passenger,4,1,5,307,312,1.60
September 30 2023,Arlington,VA,Passenger,1,0,1,119,120,0.83
November 30 2022,Platte,MO,Passenger,1,0,1,23,24,4.17
June 30 2021,Flathead,MT,Passenger,2,0,2,54,56,3.57
November 30 2020,Gwinnett,GA,Passenger,1,0,1,73,74,1.35
June 30 2023,Montgomery,PA,Passenger,1,0,1,22,23,4.35
October 31 2022,Hamilton,OH,Truck,1,0,1,3,4,25.00
May 31 2021,Bartow,GA,Passenger,0,1,1,5,6,16.67
November 30 2023,San Juan,WA,Passenger,676,190,866,13684,14550,5.95
March 31 2019,Grays Harbor,WA,Passenger,69,78,147,47580,47727,0.31
December 31 2019,Clark,WA,Truck,0,0,0,81285,81285,0.00
December 31 2018,Franklin,WA,Passenger,44,66,110,59102,59212,0.19
June 30 2018,King,WA,Truck,7,1,8,182992,183000,0.00
October 31 2021,Pend Oreille,WA,Passenger,18,7,25,9194,9219,0.27
February 28 2022,Cowlitz,WA,Passenger,277,168,445,71184,71629,0.62
February 29 2020,San Francisco,CA,Passenger,2,2,4,107,111,3.60
August 31 2024,Yuba,CA,Passenger,1,0,1,46,47,2.13
March 31 2018,Whatcom,WA,Passenger,575,260,835,146060,146895,0.57
September 30 2019,,,Passenger,7,2,9,406,415,2.17
August 31 2022,Benton,WA,Passenger,811,469,1280,135127,136407,0.94
December 31 2018,Columbia,WA,Passenger,2,2,4,2422,2426,0.16
April 30 2018,Asotin,WA,Truck,0,0,0,6591,6591,0.00
May 31 2019,Benton,WA,Passenger,253,270,523,133584,134107,0.39
August 31 2019,Boone,MO,Passenger,0,1,1,10,11,9.09
April 30 2024,Forsyth,GA,Passenger,1,0,1,8,9,11.11
July 31 2020,Henrico,VA,Passenger,0,1,1,20,21,4.76
December 31 2018,Kalamazoo,MI,Passenger,1,0,1,17,18,5.56
November 30 2022,Plaquemines,LA,Passenger,1,1,2,21,23,8.70
June 30 2022,Manassas,VA,Passenger,0,1,1,7,8,12.50
October 31 2017,Chelan,WA,Truck,0,0,0,21485,21485,0.00
August 31 2017,Lane,OR,Passenger,0,1,1,227,228,0.44
May 31 2023,Kings,CA,Passenger,2,2,4,276,280,1.43
December 31 2023,Solano,CA,Passenger,5,0,5,140,145,3.45
May 31 2021,Okaloosa,FL,Passenger,0,1,1,129,130,0.77
January 31 2024,Cache,UT,Passenger,1,0,1,9,10,10.00
November 30 2022,Bartow,GA,Passenger,0,1,1,4,5,20.00
August 31 2024,Bay,FL,Passenger,1,0,1,18,19,5.26
July 31 2017,New Haven,CT,Passenger,0,1,1,57,58,1.72
March 31 2021,Bucks,PA,Passenger,1,0,1,23,24,4.17
August 31 2019,Chelan,WA,Truck,0,0,0,22358,22358,0.00
February 29 2020,Wahkiakum,WA,Truck,0,0,0,1761,1761,0.00
September 30 2017,Richland,SC,Passenger,0,1,1,185,186,0.54
July 31 2020,Montgomery,PA,Passenger,1,0,1,30,31,3.23
April 30 2022,Montgomery,AL,Passenger,2,1,3,35,38,7.89
December 31 2019,Lake,FL,Passenger,1,0,1,26,27,3.70
December 31 2023,Spokane,WA,Passenger,2851,1401,4252,322661,326913,1.30
November 30 2021,Harrison,MS,Passenger,2,0,2,55,57,3.51
February 29 2024,Ferry,WA,Passenger,27,4,31,4282,4313,0.72
October 31 2017,Jefferson,WA,Passenger,116,68,184,24066,24250,0.76
July 31 2019,Yakima,WA,Passenger,109,107,216,165347,165563,0.13
July 31 2017,Pend Oreille,WA,Truck,0,0,0,5582,5582,0.00
June 30 2023,Middlesex,MA,Passenger,2,0,2,92,94,2.13
January 31 2024,Dallas,TX,Passenger,2,0,2,77,79,2.53
May 31 2022,Montgomery,PA,Passenger,2,0,2,24,26,7.69
November 30 2022,Madison,IL,Passenger,1,0,1,16,17,5.88
December 31 2020,Queens,NY,Passenger,1,0,1,55,56,1.79
January 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
November 30 2023,Pend Oreille,WA,Passenger,33,20,53,8756,8809,0.60
December 31 2018,Clay,FL,Passenger,0,1,1,87,88,1.14
August 31 2020,Cowlitz,WA,Truck,0,0,0,28896,28896,0.00
December 31 2018,Suffolk,MA,Passenger,0,1,1,44,45,2.22
June 30 2024,Brown,WI,Passenger,1,0,1,2,3,33.33
August 31 2019,Cascade,MT,Passenger,0,1,1,68,69,1.45
September 30 2018,New Haven,CT,Passenger,0,1,1,47,48,2.08
November 30 2017,Clark,WA,Truck,0,0,0,78213,78213,0.00
December 31 2018,Okanogan,WA,Passenger,16,22,38,26062,26100,0.15
November 30 2020,Sacramento,CA,Passenger,2,1,3,274,277,1.08
October 31 2018,Marion,IN,Passenger,1,0,1,121,122,0.82
March 31 2022,Essex,MA,Passenger,2,0,2,19,21,9.52
March 31 2024,Middlesex,MA,Passenger,3,0,3,82,85,3.53
August 31 2023,Wake,NC,Passenger,5,0,5,96,101,4.95
January 31 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
December 31 2022,Tooele,UT,Passenger,1,0,1,11,12,8.33
November 30 2024,Miami-Dade,FL,Passenger,1,0,1,46,47,2.13
July 31 2019,Randolph,NC,Passenger,1,0,1,5,6,16.67
May 31 2023,Bexar,TX,Passenger,3,3,6,422,428,1.40
June 30 2021,New London,CT,Passenger,1,2,3,223,226,1.33
October 31 2019,Thurston,WA,Truck,0,0,0,55610,55610,0.00
September 30 2023,Jefferson,WA,Truck,12,0,12,9279,9291,0.13
June 30 2021,Lewis,WA,Passenger,162,141,303,59639,59942,0.51
October 31 2017,Garfield,WA,Truck,0,0,0,941,941,0.00
December 31 2017,Walla Walla,WA,Passenger,29,32,61,35272,35333,0.17
February 28 2022,Jefferson,NY,Passenger,1,0,1,210,211,0.47
June 30 2021,Bucks,PA,Passenger,1,0,1,20,21,4.76
March 31 2017,Portsmouth,VA,Passenger,0,1,1,67,68,1.47
March 31 2021,Saginaw,MI,Passenger,2,0,2,11,13,15.38
November 30 2018,Santa Fe,NM,Passenger,0,1,1,43,44,2.27
August 31 2017,Manatee,FL,Passenger,1,0,1,45,46,2.17
December 31 2021,Kauai,HI,Passenger,1,0,1,20,21,4.76
March 31 2019,Flathead,MT,Passenger,1,0,1,67,68,1.47
December 31 2023,Williamson,TN,Passenger,0,1,1,15,16,6.25
March 31 2022,Juneau,AK,Passenger,0,1,1,36,37,2.70
July 31 2021,Oldham,KY,Passenger,0,1,1,5,6,16.67
June 30 2019,DeKalb,IN,Passenger,1,0,1,1,2,50.00
December 31 2020,Botetourt,VA,Passenger,1,0,1,0,1,100.00
May 31 2018,Pierce,WA,Passenger,1185,1120,2305,530282,532587,0.43
July 31 2020,Grays Harbor,WA,Truck,0,0,0,20970,20970,0.00
August 31 2017,Jefferson,NY,Passenger,1,0,1,243,244,0.41
February 28 2018,Pacific,WA,Passenger,15,17,32,15453,15485,0.21
May 31 2024,Clackamas,OR,Passenger,0,1,1,91,92,1.09
January 31 2019,El Paso,TX,Passenger,2,0,2,496,498,0.40
January 31 2019,Orange,FL,Passenger,1,0,1,166,167,0.60
September 30 2024,Prince William,VA,Passenger,2,4,6,128,134,4.48
January 31 2022,Washtenaw,MI,Passenger,0,1,1,33,34,2.94
June 30 2023,Placer,CA,Passenger,1,0,1,74,75,1.33
August 31 2019,Stafford,VA,Passenger,1,1,2,106,108,1.85
January 31 2017,Okanogan,WA,Passenger,3,15,18,25811,25829,0.07
April 30 2024,Snohomish,WA,Truck,334,0,334,120130,120464,0.28
July 31 2018,Thurston,WA,Passenger,575,492,1067,193630,194697,0.55
March 31 2022,Goochland,VA,Passenger,4,2,6,197,203,2.96
September 30 2020,Polk,FL,Passenger,1,0,1,75,76,1.32
September 30 2023,Providence,RI,Passenger,1,0,1,20,21,4.76
June 30 2022,Montgomery,AL,Passenger,2,1,3,36,39,7.69
November 30 2022,Virginia Beach,VA,Passenger,1,1,2,517,519,0.39
September 30 2020,Mason,WA,Truck,0,0,0,20785,20785,0.00
May 31 2018,Ferry,WA,Passenger,2,3,5,4415,4420,0.11
June 30 2021,Bexar,TX,Passenger,2,4,6,573,579,1.04
November 30 2019,Kootenai,ID,Passenger,1,2,3,235,238,1.26
December 31 2023,Multnomah,OR,Passenger,2,1,3,436,439,0.68
March 31 2019,Bucks,PA,Passenger,1,0,1,21,22,4.55
July 31 2022,Contra Costa,CA,Passenger,0,3,3,223,226,1.33
September 30 2021,Montgomery,TX,Passenger,1,1,2,46,48,4.17
April 30 2019,Charleston,SC,Passenger,1,0,1,121,122,0.82
March 31 2020,Tulsa,OK,Passenger,1,0,1,57,58,1.72
May 31 2022,Sonoma,CA,Passenger,0,1,1,90,91,1.10
January 31 2024,Washtenaw,MI,Passenger,0,2,2,23,25,8.00
July 31 2024,Kauai,HI,Passenger,0,1,1,14,15,6.67
October 31 2024,Beaufort,SC,Passenger,1,0,1,24,25,4.00
February 28 2017,Clackamas,OR,Passenger,1,2,3,364,367,0.82
May 31 2018,Kittitas,WA,Truck,0,0,0,14026,14026,0.00
January 31 2017,Lincoln,WA,Truck,0,0,0,4461,4461,0.00
September 30 2021,Walla Walla,WA,Passenger,127,81,208,36401,36609,0.57
June 30 2017,Prince William,VA,Passenger,0,4,4,270,274,1.46
March 31 2021,District of Columbia,DC,Passenger,2,0,2,186,188,1.06
June 30 2022,Albemarle,VA,Passenger,3,0,3,21,24,12.50
May 31 2022,Hanover,VA,Passenger,1,0,1,3,4,25.00
